ENSGID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39
ENSG00000168621	0.00877	0.171485	1.27729	1.525117	10.276235	0.254562	0.11298499999999999				0.936629			0.022335	3.25552	9.257417	0.029796	1.7755299999999998	0.014075	0.024934	0.24231999999999998	0.012731999999999999	0.0109		0.23968299999999998	0.04985		0.057323	2.331991	0.073581	0.16833399999999998	0.152008	0.052895000000000005	0.665088	0.045576	0.036351999999999995	0.327752	0.06311	0.006689	0.0058130000000000005
ENSG00000259188	0.06826	0.014947	0.011228	0.020218	0.0	0.0	0.0	0.012743	0.0	0.0	0.024977000000000003	0.0	0.0	0.0077670000000000005	0.026847000000000003	0.056151	0.035366	0.0	0.0	0.0	0.0	0.017803	0.0	0.0	0.009999	0.0	0.0	0.0	0.0	0.007639	0.0	0.011753	0.0	0.0	0.010376999999999999	0.020095	0.0	0.0	0.0	0.078083
ENSG00000226166												0.11575799999999999																												
ENSG00000251766																																								
ENSG00000236371										0.008347					0.038718999999999996																				0.184818					
ENSG00000265443	0.024968999999999998	0.055626999999999996	0.0	0.0	0.0	0.0	0.018763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026555000000000002	0.0	0.0	0.0	0.0	0.030833999999999997	0.0	0.0	0.0	0.0	0.0	0.288961	0.0	0.0	0.0	0.055445	0.157282	0.0	0.0	0.0	0.0	0.060471000000000004	0.0	0.0	0.0	0.0
ENSG00000196507	6.368628	7.860523	7.372634	4.447972	5.743469	7.69112	4.236264	2.93206	1.6191	6.763236999999999	1.094082	11.148932	2.662379	4.771849	30.910324	7.984217999999999	6.0783629999999995	24.912708	2.948139	7.022732	6.411169999999999	1.121194	6.362368	1.035814	5.099854	13.473007	1.519253	4.70552	4.327445	11.241619	5.276992	17.732363	2.634373	3.735939	2.222811	4.6562980000000005	6.818934	3.022732	4.4249410000000005	6.601947
ENSG00000251291	0.22987399999999997														0.06493099999999999				0.101776																0.0495	0.053908000000000005			0.18645799999999998	
ENSG00000200254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000188549	10.240285	7.277671000000001	1.7041520000000001	0.849441	0.42221499999999995	7.241642999999999	0.69626	1.4573	0.897173	1.167342	1.245643	0.727975	0.486755	1.942652	3.926509	3.8265059999999997	1.2078010000000001	37.155415000000005	0.61744	0.9088950000000001	0.918501	0.417333	1.607823	0.04916	2.841773	1.164968	0.461424	1.6927709999999998	0.665408	3.5800389999999997	1.1628129999999999	7.386671000000001	0.22914600000000002	0.16355899999999998	0.150052	8.779156	1.122339	1.264816	0.7867430000000001	0.962982
ENSG00000277582	0.18801199999999998	0.22686599999999998	0.0	0.342212	0.068455	0.45438900000000004	0.208056	0.0	0.0	0.0	0.0	0.0	0.0	0.042168000000000004	0.16868699999999998	0.0	0.0	0.033451999999999996	0.0	0.0	0.044959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.100651	0.0	0.0	0.0	0.10997799999999999	0.0	0.0	0.0	0.0
ENSG00000188525		0.033948	0.063622		0.279721	0.211982	0.08796799999999999	0.011555		0.07469400000000001	0.06352200000000001	0.002611		0.023521		0.012974000000000001			0.024533000000000003		0.101186		0.045793	0.075113	1.188858	0.409109		0.010772	0.010364	0.103228		0.017657		0.089611	0.03123		1.11624	0.031391	0.172594	
ENSG00000142163																																								
ENSG00000127526	8.831112	8.441758	3.792767	21.943775	13.683470999999999	6.261499	12.288468	3.224418	5.264831	9.834867	12.125864	4.185480999999999	5.838625	3.7332650000000003	5.27567	4.979678	6.172139	15.025444	4.015262	7.501196	7.752097999999999	3.451179	6.15066	2.532867	8.528705	13.321906	6.552467	5.047344	5.765148	12.921273	4.142	13.851560000000001	4.782026999999999	4.841133999999999	6.590974	4.417503	4.627326999999999	3.47601	14.819669000000001	6.6291210000000005
ENSG00000149452		0.0242	0.004058	0.026137999999999998	0.529768					0.051948			0.040776			0.002065	1.258934				0.00449	0.128343	0.041937999999999996		0.011708		0.0028640000000000002	0.160498		0.013793999999999999	0.260994		0.039242			0.002562	0.003283		1.056894	0.612328
ENSG00000248988	4.7096029999999995	1.5527309999999999	2.514972	3.8358480000000004	5.231046	2.362568	2.952126	4.1876739999999995	7.33979	4.7990260000000005	1.586777	4.414184	6.585595	1.8991419999999999	4.72602	3.024423	2.810184	3.541328	6.600942	10.580214	2.422473	4.526648000000001	8.66051	1.290254	2.239821	1.610731	3.847096	5.649813	8.329252	0.978074	2.233606	1.969193	2.727129	7.126194	3.811182	5.127148	1.0069379999999999	2.050681	4.328145	8.207009
ENSG00000218891	11.250141000000001	12.718839	2.728422	4.940568	0.46737399999999996	7.6380550000000005	2.2685419999999996	6.643622	4.2801279999999995	3.80799	3.7387089999999996	1.9020549999999998	12.241475	1.969095	3.9748699999999997	2.1560610000000002	12.492094999999999	13.194999	3.210318	6.279913	3.8966870000000005	3.9075019999999996	3.636224	1.9184169999999998	2.21005	16.348264999999998	6.6415169999999994	5.491651999999999	4.8628860000000005	8.464025	5.5047559999999995	4.241898	15.380329000000001	4.342689	3.678376	17.186825	4.566132	3.167319	22.465108999999998	6.298035
ENSG00000274614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000196584	1.7375099999999999	1.019292	0.043976	0.358535	0.5299119999999999	0.646839	0.347963	0.18045999999999998	0.25837	0.713005	0.35827600000000004	0.158843	0.48948100000000005	0.146521	1.1266610000000001	0.13481300000000002	0.104289	2.135472	0.692793	0.49253199999999997	0.422206	0.189316	0.372718	0.550245	0.153563	2.632961	1.063986	0.19234600000000002	0.274277	0.365187	1.404902	0.323573	0.317327	0.148175	1.024398	1.8623180000000001	0.139403	0.082134	1.578855	0.350256
ENSG00000115317	16.299582	15.811779000000001	12.011004	11.819339	13.487561	22.87385	21.77424	18.686826999999997	18.180891	22.044573	16.220679999999998	16.996707999999998	3.756385	10.054108	18.644396	16.276657	8.447114	21.660373999999997	18.438253	11.587749	14.90424	19.081604000000002	12.782273	14.202114000000002	15.478185	28.099152	19.810543	25.016422	18.187168	9.392395	28.812109000000003	20.135548	9.053224	26.563007	27.864978999999998	23.993525	18.970932	9.916564	30.547253	22.876732
ENSG00000255009					0.067909			0.023457						0.008999	0.011811																				0.002687				0.017519	0.012296
ENSG00000199666																																								
ENSG00000237714	5.935909	5.854728	1.384577	1.334777	1.774577	2.2246669999999997	2.127328	3.260698	0.547622	4.438867	0.8672209999999999	0.5735180000000001	8.250209	1.1687969999999999	5.63215	3.8471379999999997	5.09664	2.635971	6.964503	1.6358780000000002	1.7492419999999997	3.6011370000000005	5.203037	3.486099	1.327128	1.3420370000000001	7.132248	4.186291000000001	25.336674	1.473112	0.9162309999999999	1.530457	6.874624000000001	8.22083	3.2476119999999997	8.868414	0.47758500000000004	1.012414	1.8685310000000002	1.9731889999999999
ENSG00000274656										0.004222999999999999	0.0		0.0	0.020562	0.0					0.0	0.0			0.0	0.0					0.0	0.0		0.0	0.0						
ENSG00000062822	20.12957	19.083279	5.34852	9.909104	8.890868	7.632782000000001	8.848253	5.586357	9.378489	8.475943	6.000726	8.40731	25.981163000000002	3.336934	17.035408	6.120182	14.803723999999999	22.040007	11.965094	14.964701000000002	7.151725999999999	14.704144	6.855389	14.56163	3.3256550000000002	22.526432	19.727346	7.934719	15.386779	2.988972	13.837607	11.940147999999999	15.901175	10.021462	20.793817999999998	18.053286	8.617434	4.728026	41.610519000000004	12.058679
ENSG00000203729	0.022576			0.894575					0.076111	0.036794					0.03773	0.509217						0.037067		0.013911000000000001	0.026986000000000003				0.059716			0.114791		0.114383	0.346256					0.05985700000000001
ENSG00000202498	0.01261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19993	0.0	0.120467	0.120825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16339700000000001	0.173597	0.0	0.0
ENSG00000261144																									0.0															
ENSG00000102057	0.757567	1.9913830000000001	0.3262	0.09753400000000001	0.487343	0.237719	0.510061	0.262592	0.282725	0.29080300000000003	0.21996300000000002	0.060110000000000004	0.022775999999999998	0.25574	0.813996	0.066781	0.47394200000000003	1.154699	0.6141449999999999	0.278385	0.801157	0.10003200000000001	0.28695	0.074086	0.723997	0.588903	0.043082	0.21747800000000003	0.241394	0.25487	0.35418099999999997	2.027874	0.21405	0.10194099999999999	0.10133500000000001	5.420832	0.304425	0.315309	0.261015	0.248846
